"title"|"film_language"|"category"|"first_name"|"last_name"|"length"|"rating"|"rental_rate"|"replacement_cost"|"total_earning"
"Luke Mummy"|"English             "|"Animation"|"Julia"|"Fawcett"|74|"NC-17"|"2,99"|"21,99"|"28,93"
"Chitty Lock"|"English             "|"Drama"|"Susan"|"Davis"|107|"G"|"2,99"|"24,99"|"28,92"
"Chitty Lock"|"English             "|"Drama"|"Val"|"Bolger"|107|"G"|"2,99"|"24,99"|"28,92"
"Chitty Lock"|"English             "|"Drama"|"Sissy"|"Sobieski"|107|"G"|"2,99"|"24,99"|"28,92"
"Chitty Lock"|"English             "|"Drama"|"Russell"|"Temple"|107|"G"|"2,99"|"24,99"|"28,92"
"Chitty Lock"|"English             "|"Drama"|"Rock"|"Dukakis"|107|"G"|"2,99"|"24,99"|"28,92"
"Chitty Lock"|"English             "|"Drama"|"Olympia"|"Pfeiffer"|107|"G"|"2,99"|"24,99"|"28,92"
"Chitty Lock"|"English             "|"Drama"|"Nick"|"Degeneres"|107|"G"|"2,99"|"24,99"|"28,92"
"Chitty Lock"|"English             "|"Drama"|"Lucille"|"Tracy"|107|"G"|"2,99"|"24,99"|"28,92"
"Chitty Lock"|"English             "|"Drama"|"Lisa"|"Monroe"|107|"G"|"2,99"|"24,99"|"28,92"
"Chitty Lock"|"English             "|"Drama"|"Johnny"|"Lollobrigida"|107|"G"|"2,99"|"24,99"|"28,92"
"Chitty Lock"|"English             "|"Drama"|"Humphrey"|"Garland"|107|"G"|"2,99"|"24,99"|"28,92"
"Chitty Lock"|"English             "|"Drama"|"Elvis"|"Marx"|107|"G"|"2,99"|"24,99"|"28,92"
"Chitty Lock"|"English             "|"Drama"|"Al"|"Garland"|107|"G"|"2,99"|"24,99"|"28,92"
"Dwarfs Alter"|"English             "|"Games"|"Mary"|"Keitel"|101|"G"|"2,99"|"13,99"|"28,92"
"Won Dares"|"English             "|"Music"|"Julia"|"Zellweger"|105|"PG"|"2,99"|"18,99"|"28,91"
"Won Dares"|"English             "|"Music"|"Lisa"|"Monroe"|105|"PG"|"2,99"|"18,99"|"28,91"
"Won Dares"|"English             "|"Music"|"Kirsten"|"Paltrow"|105|"PG"|"2,99"|"18,99"|"28,91"
"Won Dares"|"English             "|"Music"|"Russell"|"Close"|105|"PG"|"2,99"|"18,99"|"28,91"
"Won Dares"|"English             "|"Music"|"Christian"|"Gable"|105|"PG"|"2,99"|"18,99"|"28,91"
"Jeopardy Encino"|"English             "|"Classics"|"Alec"|"Wayne"|102|"R"|"0,99"|"12,99"|"28,90"
"Jeopardy Encino"|"English             "|"Classics"|"Greg"|"Chaplin"|102|"R"|"0,99"|"12,99"|"28,90"
"Jeopardy Encino"|"English             "|"Classics"|"Mary"|"Keitel"|102|"R"|"0,99"|"12,99"|"28,90"
"Jeopardy Encino"|"English             "|"Classics"|"Julia"|"Zellweger"|102|"R"|"0,99"|"12,99"|"28,90"
"Jeopardy Encino"|"English             "|"Classics"|"Geoffrey"|"Heston"|102|"R"|"0,99"|"12,99"|"28,90"
"Tootsie Pilot"|"English             "|"Children"|"Cuba"|"Birch"|157|"PG"|"0,99"|"10,99"|"28,88"
"Tootsie Pilot"|"English             "|"Children"|"Gene"|"Hopkins"|157|"PG"|"0,99"|"10,99"|"28,88"
"Tootsie Pilot"|"English             "|"Children"|"Nick"|"Stallone"|157|"PG"|"0,99"|"10,99"|"28,88"
"Tootsie Pilot"|"English             "|"Children"|"Vivien"|"Basinger"|157|"PG"|"0,99"|"10,99"|"28,88"
"Tootsie Pilot"|"English             "|"Children"|"Zero"|"Cage"|157|"PG"|"0,99"|"10,99"|"28,88"
"Dances None"|"English             "|"Action"|"Rip"|"Winslet"|58|"NC-17"|"0,99"|"22,99"|"28,87"
"Dances None"|"English             "|"Action"|"Zero"|"Cage"|58|"NC-17"|"0,99"|"22,99"|"28,87"
"Dances None"|"English             "|"Action"|"Mae"|"Hoffman"|58|"NC-17"|"0,99"|"22,99"|"28,87"
"Dances None"|"English             "|"Action"|"Walter"|"Torn"|58|"NC-17"|"0,99"|"22,99"|"28,87"
"Dances None"|"English             "|"Action"|"Matthew"|"Johansson"|58|"NC-17"|"0,99"|"22,99"|"28,87"
"Louisiana Harry"|"English             "|"Family"|"Jayne"|"Silverstone"|70|"PG-13"|"0,99"|"18,99"|"28,84"
"Louisiana Harry"|"English             "|"Family"|"Henry"|"Berry"|70|"PG-13"|"0,99"|"18,99"|"28,84"
"Louisiana Harry"|"English             "|"Family"|"Gina"|"Degeneres"|70|"PG-13"|"0,99"|"18,99"|"28,84"
"Celebrity Horn"|"English             "|"Action"|"Angela"|"Witherspoon"|110|"PG-13"|"0,99"|"24,99"|"28,79"
"Celebrity Horn"|"English             "|"Action"|"Jayne"|"Silverstone"|110|"PG-13"|"0,99"|"24,99"|"28,79"
"Celebrity Horn"|"English             "|"Action"|"Matthew"|"Leigh"|110|"PG-13"|"0,99"|"24,99"|"28,79"
"Celebrity Horn"|"English             "|"Action"|"Dustin"|"Tautou"|110|"PG-13"|"0,99"|"24,99"|"28,79"
"Shepherd Midsummer"|"English             "|"Children"|"Julianne"|"Dench"|113|"R"|"0,99"|"14,99"|"28,77"
"Shepherd Midsummer"|"English             "|"Children"|"Meryl"|"Allen"|113|"R"|"0,99"|"14,99"|"28,77"
"Shepherd Midsummer"|"English             "|"Children"|"Oprah"|"Kilmer"|113|"R"|"0,99"|"14,99"|"28,77"
"Shepherd Midsummer"|"English             "|"Children"|"Warren"|"Jackman"|113|"R"|"0,99"|"14,99"|"28,77"
"Shepherd Midsummer"|"English             "|"Children"|"Sylvester"|"Dern"|113|"R"|"0,99"|"14,99"|"28,77"
"Informer Double"|"English             "|"Foreign"|"Renee"|"Tracy"|74|"NC-17"|"4,99"|"23,99"|"27,95"
"Informer Double"|"English             "|"Foreign"|"Kevin"|"Garland"|74|"NC-17"|"4,99"|"23,99"|"27,95"
"Informer Double"|"English             "|"Foreign"|"Ian"|"Tandy"|74|"NC-17"|"4,99"|"23,99"|"27,95"
"Antitrust Tomatoes"|"English             "|"Action"|"William"|"Hackman"|168|"NC-17"|"2,99"|"11,99"|"27,93"
"Antitrust Tomatoes"|"English             "|"Action"|"Sidney"|"Crowe"|168|"NC-17"|"2,99"|"11,99"|"27,93"
"Antitrust Tomatoes"|"English             "|"Action"|"Salma"|"Nolte"|168|"NC-17"|"2,99"|"11,99"|"27,93"
"Antitrust Tomatoes"|"English             "|"Action"|"Bette"|"Nicholson"|168|"NC-17"|"2,99"|"11,99"|"27,93"
"Antitrust Tomatoes"|"English             "|"Action"|"Reese"|"West"|168|"NC-17"|"2,99"|"11,99"|"27,93"
"Antitrust Tomatoes"|"English             "|"Action"|"Renee"|"Ball"|168|"NC-17"|"2,99"|"11,99"|"27,93"
"Squad Fish"|"English             "|"Sports"|"Parker"|"Goldberg"|136|"PG"|"2,99"|"14,99"|"27,93"
"Squad Fish"|"English             "|"Sports"|"Milla"|"Keitel"|136|"PG"|"2,99"|"14,99"|"27,93"
"Squad Fish"|"English             "|"Sports"|"Matthew"|"Carrey"|136|"PG"|"2,99"|"14,99"|"27,93"
"Squad Fish"|"English             "|"Sports"|"Frances"|"Tomei"|136|"PG"|"2,99"|"14,99"|"27,93"
"Squad Fish"|"English             "|"Sports"|"Audrey"|"Olivier"|136|"PG"|"2,99"|"14,99"|"27,93"
"Papi Necklace"|"English             "|"Travel"|"Morgan"|"Hopkins"|128|"PG"|"0,99"|"9,99"|"27,93"
"Papi Necklace"|"English             "|"Travel"|"Meg"|"Hawke"|128|"PG"|"0,99"|"9,99"|"27,93"
"Papi Necklace"|"English             "|"Travel"|"Cuba"|"Allen"|128|"PG"|"0,99"|"9,99"|"27,93"
"Antitrust Tomatoes"|"English             "|"Action"|"Uma"|"Wood"|168|"NC-17"|"2,99"|"11,99"|"27,93"
"Dolls Rage"|"English             "|"Sci-Fi"|"Cary"|"Mcconaughey"|120|"PG-13"|"2,99"|"10,99"|"27,92"
"Mob Duffel"|"English             "|"Drama"|"Sissy"|"Sobieski"|105|"G"|"0,99"|"25,99"|"27,90"
"Mob Duffel"|"English             "|"Drama"|"Tim"|"Hackman"|105|"G"|"0,99"|"25,99"|"27,90"
"Mob Duffel"|"English             "|"Drama"|"Christian"|"Neeson"|105|"G"|"0,99"|"25,99"|"27,90"
"Mob Duffel"|"English             "|"Drama"|"Groucho"|"Dunst"|105|"G"|"0,99"|"25,99"|"27,90"
"Mob Duffel"|"English             "|"Drama"|"Matthew"|"Leigh"|105|"G"|"0,99"|"25,99"|"27,90"
"Mob Duffel"|"English             "|"Drama"|"Cameron"|"Streep"|105|"G"|"0,99"|"25,99"|"27,90"
"Minority Kiss"|"English             "|"Music"|"Vivien"|"Basinger"|59|"G"|"0,99"|"16,99"|"27,89"
"Dragon Squad"|"English             "|"Action"|"Susan"|"Davis"|170|"NC-17"|"0,99"|"26,99"|"27,89"
"Dragon Squad"|"English             "|"Action"|"Spencer"|"Peck"|170|"NC-17"|"0,99"|"26,99"|"27,89"
"Dragon Squad"|"English             "|"Action"|"Spencer"|"Depp"|170|"NC-17"|"0,99"|"26,99"|"27,89"
"Dragon Squad"|"English             "|"Action"|"Jim"|"Mostel"|170|"NC-17"|"0,99"|"26,99"|"27,89"
"Dragon Squad"|"English             "|"Action"|"Gene"|"Hopkins"|170|"NC-17"|"0,99"|"26,99"|"27,89"
"Dragon Squad"|"English             "|"Action"|"Ed"|"Guiness"|170|"NC-17"|"0,99"|"26,99"|"27,89"
"Dragon Squad"|"English             "|"Action"|"Anne"|"Cronyn"|170|"NC-17"|"0,99"|"26,99"|"27,89"
"Dragon Squad"|"English             "|"Action"|"Albert"|"Nolte"|170|"NC-17"|"0,99"|"26,99"|"27,89"
"Rear Trading"|"English             "|"Action"|"Lucille"|"Tracy"|97|"NC-17"|"0,99"|"23,99"|"27,85"
"Rear Trading"|"English             "|"Action"|"Dan"|"Torn"|97|"NC-17"|"0,99"|"23,99"|"27,85"
"Rear Trading"|"English             "|"Action"|"Fred"|"Costner"|97|"NC-17"|"0,99"|"23,99"|"27,85"
"Rear Trading"|"English             "|"Action"|"Jude"|"Cruise"|97|"NC-17"|"0,99"|"23,99"|"27,85"
"Rear Trading"|"English             "|"Action"|"Kenneth"|"Pesci"|97|"NC-17"|"0,99"|"23,99"|"27,85"
"Rear Trading"|"English             "|"Action"|"Laurence"|"Bullock"|97|"NC-17"|"0,99"|"23,99"|"27,85"
"Rear Trading"|"English             "|"Action"|"Natalie"|"Hopkins"|97|"NC-17"|"0,99"|"23,99"|"27,85"
"Rear Trading"|"English             "|"Action"|"Penelope"|"Monroe"|97|"NC-17"|"0,99"|"23,99"|"27,85"
"Cleopatra Devil"|"English             "|"New"|"William"|"Hackman"|150|"PG-13"|"0,99"|"26,99"|"27,85"
"Cleopatra Devil"|"English             "|"New"|"Kim"|"Allen"|150|"PG-13"|"0,99"|"26,99"|"27,85"
"Cleopatra Devil"|"English             "|"New"|"Ewan"|"Gooding"|150|"PG-13"|"0,99"|"26,99"|"27,85"
"Cleopatra Devil"|"English             "|"New"|"Fay"|"Wood"|150|"PG-13"|"0,99"|"26,99"|"27,85"
"Cleopatra Devil"|"English             "|"New"|"Fred"|"Costner"|150|"PG-13"|"0,99"|"26,99"|"27,85"
"Cleopatra Devil"|"English             "|"New"|"John"|"Suvari"|150|"PG-13"|"0,99"|"26,99"|"27,85"
"Cleopatra Devil"|"English             "|"New"|"Karl"|"Berry"|150|"PG-13"|"0,99"|"26,99"|"27,85"
"Room Roman"|"English             "|"Animation"|"Woody"|"Hoffman"|60|"PG"|"0,99"|"27,99"|"27,82"
"Room Roman"|"English             "|"Animation"|"Sean"|"Williams"|60|"PG"|"0,99"|"27,99"|"27,82"
"Highball Potter"|"English             "|"Foreign"|"Reese"|"Kilmer"|110|"R"|"0,99"|"10,99"|"27,81"
"Highball Potter"|"English             "|"Foreign"|"Karl"|"Berry"|110|"R"|"0,99"|"10,99"|"27,81"
"Highball Potter"|"English             "|"Foreign"|"Greta"|"Keitel"|110|"R"|"0,99"|"10,99"|"27,81"
"Canyon Stock"|"English             "|"Animation"|"Spencer"|"Depp"|85|"R"|"0,99"|"26,99"|"27,81"
"Encino Elf"|"English             "|"Games"|"Kirsten"|"Paltrow"|143|"G"|"0,99"|"9,99"|"27,81"
"Encino Elf"|"English             "|"Games"|"Sylvester"|"Dern"|143|"G"|"0,99"|"9,99"|"27,81"
"Encino Elf"|"English             "|"Games"|"Zero"|"Cage"|143|"G"|"0,99"|"9,99"|"27,81"
"Canyon Stock"|"English             "|"Animation"|"Russell"|"Temple"|85|"R"|"0,99"|"26,99"|"27,81"
"Canyon Stock"|"English             "|"Animation"|"Ralph"|"Cruz"|85|"R"|"0,99"|"26,99"|"27,81"
"Encino Elf"|"English             "|"Games"|"James"|"Pitt"|143|"G"|"0,99"|"9,99"|"27,81"
"Canyon Stock"|"English             "|"Animation"|"Zero"|"Cage"|85|"R"|"0,99"|"26,99"|"27,81"
"Canyon Stock"|"English             "|"Animation"|"Val"|"Bolger"|85|"R"|"0,99"|"26,99"|"27,81"
"Canyon Stock"|"English             "|"Animation"|"Matthew"|"Leigh"|85|"R"|"0,99"|"26,99"|"27,81"
"Highball Potter"|"English             "|"Foreign"|"Christopher"|"Berry"|110|"R"|"0,99"|"10,99"|"27,81"
"Highball Potter"|"English             "|"Foreign"|"Mena"|"Hopper"|110|"R"|"0,99"|"10,99"|"27,81"
"Encino Elf"|"English             "|"Games"|"Harvey"|"Hope"|143|"G"|"0,99"|"9,99"|"27,81"
"Encino Elf"|"English             "|"Games"|"Ben"|"Willis"|143|"G"|"0,99"|"9,99"|"27,81"
"Grease Youth"|"English             "|"Family"|"Adam"|"Hopper"|135|"G"|"0,99"|"20,99"|"27,80"
"Grease Youth"|"English             "|"Family"|"Sidney"|"Crowe"|135|"G"|"0,99"|"20,99"|"27,80"
"Grease Youth"|"English             "|"Family"|"Kirk"|"Jovovich"|135|"G"|"0,99"|"20,99"|"27,80"
"Private Drop"|"English             "|"Games"|"Kirsten"|"Akroyd"|106|"PG"|"4,99"|"26,99"|"26,95"
"Private Drop"|"English             "|"Games"|"Jon"|"Chase"|106|"PG"|"4,99"|"26,99"|"26,95"
"Private Drop"|"English             "|"Games"|"Nick"|"Stallone"|106|"PG"|"4,99"|"26,99"|"26,95"
"Private Drop"|"English             "|"Games"|"Ellen"|"Presley"|106|"PG"|"4,99"|"26,99"|"26,95"
"Private Drop"|"English             "|"Games"|"Cameron"|"Zellweger"|106|"PG"|"4,99"|"26,99"|"26,95"
"Unfaithful Kill"|"English             "|"Drama"|"Laurence"|"Bullock"|78|"R"|"2,99"|"12,99"|"26,92"
"Unfaithful Kill"|"English             "|"Drama"|"Renee"|"Ball"|78|"R"|"2,99"|"12,99"|"26,92"
"Unfaithful Kill"|"English             "|"Drama"|"Whoopi"|"Hurt"|78|"R"|"2,99"|"12,99"|"26,92"
"Dares Pluto"|"English             "|"Animation"|"Penelope"|"Monroe"|89|"PG-13"|"2,99"|"16,99"|"26,92"
"Dares Pluto"|"English             "|"Animation"|"Warren"|"Nolte"|89|"PG-13"|"2,99"|"16,99"|"26,92"
"Dares Pluto"|"English             "|"Animation"|"Will"|"Wilson"|89|"PG-13"|"2,99"|"16,99"|"26,92"
"Pet Haunting"|"English             "|"Foreign"|"Ben"|"Harris"|99|"PG"|"0,99"|"11,99"|"26,92"
"Pet Haunting"|"English             "|"Foreign"|"Groucho"|"Sinatra"|99|"PG"|"0,99"|"11,99"|"26,92"
"Pet Haunting"|"English             "|"Foreign"|"Jodie"|"Degeneres"|99|"PG"|"0,99"|"11,99"|"26,92"
"Dares Pluto"|"English             "|"Animation"|"Meryl"|"Gibson"|89|"PG-13"|"2,99"|"16,99"|"26,92"
"Dares Pluto"|"English             "|"Animation"|"Laura"|"Brody"|89|"PG-13"|"2,99"|"16,99"|"26,92"
"Dares Pluto"|"English             "|"Animation"|"Karl"|"Berry"|89|"PG-13"|"2,99"|"16,99"|"26,92"
"Dares Pluto"|"English             "|"Animation"|"Julia"|"Zellweger"|89|"PG-13"|"2,99"|"16,99"|"26,92"
"Pet Haunting"|"English             "|"Foreign"|"John"|"Suvari"|99|"PG"|"0,99"|"11,99"|"26,92"
"Pet Haunting"|"English             "|"Foreign"|"Laura"|"Brody"|99|"PG"|"0,99"|"11,99"|"26,92"
"Dares Pluto"|"English             "|"Animation"|"Greta"|"Keitel"|89|"PG-13"|"2,99"|"16,99"|"26,92"
"Dares Pluto"|"English             "|"Animation"|"Cameron"|"Wray"|89|"PG-13"|"2,99"|"16,99"|"26,92"
"Dares Pluto"|"English             "|"Animation"|"Bob"|"Fawcett"|89|"PG-13"|"2,99"|"16,99"|"26,92"
"Pet Haunting"|"English             "|"Foreign"|"Morgan"|"Hopkins"|99|"PG"|"0,99"|"11,99"|"26,92"
"Pet Haunting"|"English             "|"Foreign"|"Nick"|"Degeneres"|99|"PG"|"0,99"|"11,99"|"26,92"
"Unfaithful Kill"|"English             "|"Drama"|"Daryl"|"Wahlberg"|78|"R"|"2,99"|"12,99"|"26,92"
"Unfaithful Kill"|"English             "|"Drama"|"Greg"|"Chaplin"|78|"R"|"2,99"|"12,99"|"26,92"
"Unfaithful Kill"|"English             "|"Drama"|"Julia"|"Barrymore"|78|"R"|"2,99"|"12,99"|"26,92"
"Unfaithful Kill"|"English             "|"Drama"|"Kim"|"Allen"|78|"R"|"2,99"|"12,99"|"26,92"
"Unfaithful Kill"|"English             "|"Drama"|"Lucille"|"Dee"|78|"R"|"2,99"|"12,99"|"26,92"
"Crazy Home"|"English             "|"Comedy"|"Will"|"Wilson"|136|"PG"|"2,99"|"24,99"|"26,91"
"Crazy Home"|"English             "|"Comedy"|"Vivien"|"Basinger"|136|"PG"|"2,99"|"24,99"|"26,91"
"Crazy Home"|"English             "|"Comedy"|"Russell"|"Bacall"|136|"PG"|"2,99"|"24,99"|"26,91"
"Crazy Home"|"English             "|"Comedy"|"Russell"|"Temple"|136|"PG"|"2,99"|"24,99"|"26,91"
"Crazy Home"|"English             "|"Comedy"|"Woody"|"Jolie"|136|"PG"|"2,99"|"24,99"|"26,91"
"Crazy Home"|"English             "|"Comedy"|"Sissy"|"Sobieski"|136|"PG"|"2,99"|"24,99"|"26,91"
"Crazy Home"|"English             "|"Comedy"|"Alan"|"Dreyfuss"|136|"PG"|"2,99"|"24,99"|"26,91"
"Crazy Home"|"English             "|"Comedy"|"Harvey"|"Hope"|136|"PG"|"2,99"|"24,99"|"26,91"
"Crazy Home"|"English             "|"Comedy"|"Gene"|"Mckellen"|136|"PG"|"2,99"|"24,99"|"26,91"
"Crazy Home"|"English             "|"Comedy"|"Cate"|"Harris"|136|"PG"|"2,99"|"24,99"|"26,91"
"Crazy Home"|"English             "|"Comedy"|"Morgan"|"Mcdormand"|136|"PG"|"2,99"|"24,99"|"26,91"
"Crazy Home"|"English             "|"Comedy"|"Albert"|"Nolte"|136|"PG"|"2,99"|"24,99"|"26,91"
"Crazy Home"|"English             "|"Comedy"|"Meg"|"Hawke"|136|"PG"|"2,99"|"24,99"|"26,91"
"Finding Anaconda"|"English             "|"Family"|"Sidney"|"Crowe"|156|"R"|"0,99"|"10,99"|"26,90"
"Finding Anaconda"|"English             "|"Family"|"Frances"|"Day-Lewis"|156|"R"|"0,99"|"10,99"|"26,90"
"Finding Anaconda"|"English             "|"Family"|"Rip"|"Winslet"|156|"R"|"0,99"|"10,99"|"26,90"
"Finding Anaconda"|"English             "|"Family"|"Cuba"|"Birch"|156|"R"|"0,99"|"10,99"|"26,90"
"Finding Anaconda"|"English             "|"Family"|"Matthew"|"Leigh"|156|"R"|"0,99"|"10,99"|"26,90"
"Evolution Alter"|"English             "|"Sports"|"Elvis"|"Marx"|174|"PG-13"|"0,99"|"10,99"|"26,88"
"Evolution Alter"|"English             "|"Sports"|"Ed"|"Guiness"|174|"PG-13"|"0,99"|"10,99"|"26,88"
"Evolution Alter"|"English             "|"Sports"|"Burt"|"Temple"|174|"PG-13"|"0,99"|"10,99"|"26,88"
"Evolution Alter"|"English             "|"Sports"|"Angela"|"Witherspoon"|174|"PG-13"|"0,99"|"10,99"|"26,88"
"Evolution Alter"|"English             "|"Sports"|"Greta"|"Malden"|174|"PG-13"|"0,99"|"10,99"|"26,88"
"Evolution Alter"|"English             "|"Sports"|"Ray"|"Johansson"|174|"PG-13"|"0,99"|"10,99"|"26,88"
"Christmas Moonshine"|"English             "|"Children"|"Emily"|"Dee"|150|"NC-17"|"0,99"|"21,99"|"26,81"
"Christmas Moonshine"|"English             "|"Children"|"Penelope"|"Monroe"|150|"NC-17"|"0,99"|"21,99"|"26,81"
"Empire Malkovich"|"English             "|"Children"|"Richard"|"Penn"|177|"G"|"0,99"|"26,99"|"26,81"
"Empire Malkovich"|"English             "|"Children"|"Sidney"|"Crowe"|177|"G"|"0,99"|"26,99"|"26,81"
"Christmas Moonshine"|"English             "|"Children"|"Thora"|"Temple"|150|"NC-17"|"0,99"|"21,99"|"26,81"
"Empire Malkovich"|"English             "|"Children"|"Cuba"|"Olivier"|177|"G"|"0,99"|"26,99"|"26,81"
"Empire Malkovich"|"English             "|"Children"|"Dan"|"Torn"|177|"G"|"0,99"|"26,99"|"26,81"
"Empire Malkovich"|"English             "|"Children"|"Ellen"|"Presley"|177|"G"|"0,99"|"26,99"|"26,81"
"Empire Malkovich"|"English             "|"Children"|"Fred"|"Costner"|177|"G"|"0,99"|"26,99"|"26,81"
"Empire Malkovich"|"English             "|"Children"|"Helen"|"Voight"|177|"G"|"0,99"|"26,99"|"26,81"
"Empire Malkovich"|"English             "|"Children"|"Ralph"|"Cruz"|177|"G"|"0,99"|"26,99"|"26,81"
"Empire Malkovich"|"English             "|"Children"|"Ray"|"Johansson"|177|"G"|"0,99"|"26,99"|"26,81"
"Bunch Minds"|"English             "|"Drama"|"Ewan"|"Gooding"|63|"G"|"2,99"|"13,99"|"25,95"
"Bunch Minds"|"English             "|"Drama"|"Woody"|"Hoffman"|63|"G"|"2,99"|"13,99"|"25,95"
"Bunch Minds"|"English             "|"Drama"|"Laurence"|"Bullock"|63|"G"|"2,99"|"13,99"|"25,95"
"Bunch Minds"|"English             "|"Drama"|"Karl"|"Berry"|63|"G"|"2,99"|"13,99"|"25,95"
"Bunch Minds"|"English             "|"Drama"|"Johnny"|"Cage"|63|"G"|"2,99"|"13,99"|"25,95"
"Bunch Minds"|"English             "|"Drama"|"Jada"|"Ryder"|63|"G"|"2,99"|"13,99"|"25,95"
"Bunch Minds"|"English             "|"Drama"|"Greta"|"Keitel"|63|"G"|"2,99"|"13,99"|"25,95"
"Bunch Minds"|"English             "|"Drama"|"Chris"|"Bridges"|63|"G"|"2,99"|"13,99"|"25,95"
"Pizza Jumanji"|"English             "|"Games"|"Harvey"|"Hope"|173|"NC-17"|"2,99"|"11,99"|"25,94"
"Pizza Jumanji"|"English             "|"Games"|"Gene"|"Mckellen"|173|"NC-17"|"2,99"|"11,99"|"25,94"
"Pizza Jumanji"|"English             "|"Games"|"Daryl"|"Crawford"|173|"NC-17"|"2,99"|"11,99"|"25,94"
"Pizza Jumanji"|"English             "|"Games"|"Bela"|"Walken"|173|"NC-17"|"2,99"|"11,99"|"25,94"
"Pizza Jumanji"|"English             "|"Games"|"Humphrey"|"Garland"|173|"NC-17"|"2,99"|"11,99"|"25,94"
"Desire Alien"|"English             "|"Animation"|"Rock"|"Dukakis"|76|"NC-17"|"2,99"|"24,99"|"25,92"
"Desire Alien"|"English             "|"Animation"|"Julianne"|"Dench"|76|"NC-17"|"2,99"|"24,99"|"25,92"
"Desire Alien"|"English             "|"Animation"|"Laura"|"Brody"|76|"NC-17"|"2,99"|"24,99"|"25,92"
"Desire Alien"|"English             "|"Animation"|"Johnny"|"Cage"|76|"NC-17"|"2,99"|"24,99"|"25,92"
"Desire Alien"|"English             "|"Animation"|"Cate"|"Harris"|76|"NC-17"|"2,99"|"24,99"|"25,92"
"Desire Alien"|"English             "|"Animation"|"Angelina"|"Astaire"|76|"NC-17"|"2,99"|"24,99"|"25,92"
"Desire Alien"|"English             "|"Animation"|"Tom"|"Mckellen"|76|"NC-17"|"2,99"|"24,99"|"25,92"
"Motions Details"|"English             "|"Horror"|"Penelope"|"Pinkett"|166|"PG"|"0,99"|"16,99"|"25,87"
"Translation Summer"|"English             "|"Drama"|"Laura"|"Brody"|168|"PG-13"|"0,99"|"10,99"|"25,87"
"Translation Summer"|"English             "|"Drama"|"Matthew"|"Carrey"|168|"PG-13"|"0,99"|"10,99"|"25,87"
"Translation Summer"|"English             "|"Drama"|"Tom"|"Miranda"|168|"PG-13"|"0,99"|"10,99"|"25,87"
"Motions Details"|"English             "|"Horror"|"Walter"|"Torn"|166|"PG"|"0,99"|"16,99"|"25,87"
"Motions Details"|"English             "|"Horror"|"Uma"|"Wood"|166|"PG"|"0,99"|"16,99"|"25,87"
"Motions Details"|"English             "|"Horror"|"Penelope"|"Cronyn"|166|"PG"|"0,99"|"16,99"|"25,87"
"Motions Details"|"English             "|"Horror"|"Laura"|"Brody"|166|"PG"|"0,99"|"16,99"|"25,87"
"Motions Details"|"English             "|"Horror"|"Jim"|"Mostel"|166|"PG"|"0,99"|"16,99"|"25,87"
"Motions Details"|"English             "|"Horror"|"Elvis"|"Marx"|166|"PG"|"0,99"|"16,99"|"25,87"
"Motions Details"|"English             "|"Horror"|"Burt"|"Dukakis"|166|"PG"|"0,99"|"16,99"|"25,87"
"Borrowers Bedazzled"|"English             "|"Animation"|"Jon"|"Chase"|63|"G"|"0,99"|"22,99"|"25,80"
"Borrowers Bedazzled"|"English             "|"Animation"|"Elvis"|"Marx"|63|"G"|"0,99"|"22,99"|"25,80"
"Borrowers Bedazzled"|"English             "|"Animation"|"Scarlett"|"Damon"|63|"G"|"0,99"|"22,99"|"25,80"
"Borrowers Bedazzled"|"English             "|"Animation"|"Daryl"|"Crawford"|63|"G"|"0,99"|"22,99"|"25,80"
"Borrowers Bedazzled"|"English             "|"Animation"|"Kirk"|"Jovovich"|63|"G"|"0,99"|"22,99"|"25,80"
"Borrowers Bedazzled"|"English             "|"Animation"|"Cuba"|"Olivier"|63|"G"|"0,99"|"22,99"|"25,80"
"Borrowers Bedazzled"|"English             "|"Animation"|"Harvey"|"Hope"|63|"G"|"0,99"|"22,99"|"25,80"
"Roman Punk"|"English             "|"Music"|"Warren"|"Nolte"|81|"NC-17"|"0,99"|"28,99"|"25,79"
"Roman Punk"|"English             "|"Music"|"Jim"|"Mostel"|81|"NC-17"|"0,99"|"28,99"|"25,79"
"Train Bunch"|"English             "|"Horror"|"Julia"|"Mcqueen"|71|"R"|"4,99"|"26,99"|"24,96"
"Train Bunch"|"English             "|"Horror"|"Rip"|"Crawford"|71|"R"|"4,99"|"26,99"|"24,96"
"Train Bunch"|"English             "|"Horror"|"Penelope"|"Cronyn"|71|"R"|"4,99"|"26,99"|"24,96"
"Train Bunch"|"English             "|"Horror"|"Adam"|"Hopper"|71|"R"|"4,99"|"26,99"|"24,96"
"Hunter Alter"|"English             "|"Documentary"|"Jeff"|"Silverstone"|125|"PG-13"|"2,99"|"21,99"|"24,95"
"Hunter Alter"|"English             "|"Documentary"|"Jon"|"Chase"|125|"PG-13"|"2,99"|"21,99"|"24,95"
"Hunter Alter"|"English             "|"Documentary"|"Renee"|"Ball"|125|"PG-13"|"2,99"|"21,99"|"24,95"
"Traffic Hobbit"|"English             "|"Travel"|"Daryl"|"Wahlberg"|139|"G"|"4,99"|"13,99"|"24,95"
"Traffic Hobbit"|"English             "|"Travel"|"Joe"|"Swank"|139|"G"|"4,99"|"13,99"|"24,95"
